customer_id,institution_type,region,product_tier,account_age_months,monthly_transaction_volume,avg_transaction_value,api_calls_per_month,num_active_users,revenue_monthly,support_tickets_6m,support_tier,days_since_last_login,feature_adoption_score,payment_method,payment_delay_days,contract_months_remaining,num_integrations,churn
INST_02659,Investment Firm,Europe,Professional,58,12274,1241.75,6419,20,620.06,8,Priority,7,89.3,ACH,5,35,3,0
INST_02660,Credit Union,North America,Basic,16,41812,769.47,479885,795,12361.76,8,Priority,0,81.2,ACH,3,16,4,0
INST_02661,Payment Processor,Europe,Professional,14,845,62.15,8966,2988,3511.93,7,Standard,1,92.5,ACH,4,10,3,0
INST_02662,Bank,Asia Pacific,Professional,86,1655,224.58,146783,221,2212.76,4,Priority,9,76.6,Wire Transfer,4,6,0,0
INST_02663,Investment Firm,Europe,Professional,111,864,1078.48,8810,85,743.4,12,Priority,1,90.4,Credit Card,9,26,3,1
INST_02664,Investment Firm,North America,Professional,25,3946,544.83,14519,362,500.0,6,Premium,24,78.0,ACH,10,14,1,0
INST_02665,Bank,North America,Professional,3,1329,1087.19,47733,1,553.0,7,Standard,3,93.3,Wire Transfer,2,12,3,0
INST_02666,Bank,Europe,Enterprise,16,4271,3883.92,25617,224,55402.96,4,Standard,1,54.1,ACH,0,21,6,0
INST_02667,Investment Firm,Asia Pacific,Professional,18,15606,98.26,39037,22,4849.78,9,Standard,1,71.3,Credit Card,1,29,5,0
INST_02668,Insurance Company,Latin America,Professional,17,67,1580.49,6453,619,500.0,9,Priority,1,96.0,Wire Transfer,0,25,4,0
INST_02669,Bank,North America,Basic,20,6233,271.39,4006,2,29031.27,7,Standard,2,93.6,Wire Transfer,7,29,7,0
INST_02670,Investment Firm,Asia Pacific,Basic,1,1494,1239.45,5832,47,31327.48,12,Standard,6,64.5,Invoice,0,19,4,1
INST_02671,Credit Union,Europe,Basic,29,5946,383.96,9912,137,31065.43,8,Priority,15,62.9,ACH,3,20,5,0
INST_02672,Insurance Company,Latin America,Professional,29,776,5179.2,15616,37,2607.65,11,Priority,18,48.0,ACH,3,0,7,1
INST_02673,Bank,Europe,Basic,2,17932,471.59,104392,75,3283.89,13,Priority,6,62.0,ACH,8,15,4,1
INST_02674,Payment Processor,Europe,Professional,20,11730,187.05,25109,755,6041.71,10,Standard,7,63.6,Wire Transfer,6,28,5,0
INST_02675,Bank,Europe,Professional,20,6992,667.71,45565,142,40197.89,10,Standard,5,46.5,Credit Card,4,22,3,0
INST_02676,Credit Union,Asia Pacific,Basic,27,9797,595.1,27238,27,2138.05,6,Priority,2,93.5,Wire Transfer,4,24,10,0
INST_02677,Bank,Middle East,Professional,2,974,1580.85,4133,806,1585.06,6,Standard,5,60.9,Credit Card,3,5,4,1
INST_02678,Bank,North America,Professional,23,1176,690.67,22604,233,13953.91,8,Priority,1,94.2,ACH,11,32,4,0
INST_02679,Credit Union,North America,Basic,7,9215,7864.21,26800,251,30148.25,7,Standard,2,56.5,ACH,0,26,9,0
INST_02680,Bank,Latin America,Professional,16,942,352.95,68863,29,4540.6,7,Premium,1,93.8,ACH,16,32,2,0
INST_02681,Insurance Company,Europe,Professional,35,26067,357.97,4434,1,13435.56,10,Standard,12,64.5,Credit Card,4,10,5,0
INST_02682,Bank,Europe,Professional,29,1834,195.46,1032,29,5817.76,13,Standard,1,75.2,Credit Card,1,21,2,0
INST_02683,Credit Union,Europe,Basic,3,6328,447.11,28692,24,3371.57,9,Priority,9,66.1,ACH,6,28,10,1
INST_02684,Bank,North America,Professional,21,69485,532.33,37450,49,1416.7,11,Standard,0,61.4,Credit Card,2,14,4,0
INST_02685,Bank,Asia Pacific,Enterprise,83,1033,565.35,16830,32,870.62,13,Priority,7,68.5,Wire Transfer,0,12,5,0
INST_02686,Bank,Asia Pacific,Professional,4,3304,437.3,22971,181,1954.42,9,Standard,10,58.0,ACH,0,14,3,0
INST_02687,Credit Union,North America,Basic,46,14490,194.07,82302,724,1136.73,6,Priority,0,69.7,Wire Transfer,4,22,5,0
INST_02688,Credit Union,North America,Professional,29,12418,140.05,11067,1029,7519.27,8,Priority,10,80.0,Invoice,5,13,7,0
INST_02689,Credit Union,Asia Pacific,Professional,35,1823,257.18,14501,669,30525.53,6,Priority,6,84.4,Credit Card,1,7,8,0
INST_02690,Credit Union,North America,Professional,7,1373,1587.39,24798,29,6674.26,5,Standard,8,68.6,Wire Transfer,5,18,4,1
INST_02691,Investment Firm,Latin America,Professional,8,2101,2055.26,3534,165,1235.15,6,Standard,8,85.1,ACH,1,2,11,0
INST_02692,Bank,North America,Professional,56,26154,367.84,17538,2483,17730.93,8,Priority,1,77.7,Credit Card,2,32,2,0
INST_02693,Credit Union,Europe,Enterprise,10,1961,130.33,20017,8,7671.92,9,Premium,11,70.2,ACH,1,33,1,0
INST_02694,Payment Processor,Latin America,Professional,1,3351,365.98,256674,1680,10324.13,8,Priority,10,83.7,ACH,5,35,3,0
INST_02695,Credit Union,Asia Pacific,Professional,22,1571,4964.16,14084,24,2255.1,6,Standard,7,76.2,Invoice,3,27,6,0
INST_02696,Investment Firm,Europe,Basic,3,8589,1337.77,29733,251,26904.93,11,Standard,4,44.0,ACH,0,28,6,0
INST_02697,Bank,Asia Pacific,Enterprise,38,3764,781.25,87371,312,26699.46,7,Priority,13,94.7,Invoice,18,30,4,0
INST_02698,Insurance Company,North America,Enterprise,24,661,1280.78,6271,208,3729.01,6,Standard,14,76.1,ACH,11,6,5,0
INST_02699,Insurance Company,North America,Basic,49,696,2562.35,173444,8194,14438.85,5,Priority,2,68.1,Credit Card,7,7,1,0
INST_02700,Credit Union,Middle East,Professional,36,148,101.15,310458,86,25648.33,6,Standard,5,31.3,Credit Card,0,29,5,1
INST_02701,Payment Processor,Asia Pacific,Basic,2,856,252.03,21092,7,2445.35,7,Standard,4,74.6,ACH,2,15,3,1
INST_02702,Bank,Europe,Professional,11,9807,213.91,9807,281,4350.92,9,Standard,3,57.3,Wire Transfer,3,28,5,0
INST_02703,Bank,North America,Professional,35,21712,816.1,252882,109,5539.65,10,Priority,12,72.9,Credit Card,14,5,3,0
INST_02704,Insurance Company,North America,Basic,12,8335,488.89,72652,402,946.97,7,Priority,7,61.4,ACH,2,1,8,1
INST_02705,Insurance Company,North America,Enterprise,86,6849,999.82,24908,726,9532.8,9,Standard,4,83.5,ACH,5,14,5,0
INST_02706,Bank,Europe,Basic,31,2465,219.58,187262,139,22783.33,7,Priority,10,79.6,Invoice,4,9,3,0
INST_02707,Bank,Asia Pacific,Professional,1,9531,2092.98,159769,325,3960.68,8,Standard,20,45.4,Credit Card,8,29,8,0
INST_02708,Bank,Europe,Professional,50,4579,371.22,13301,192,8182.68,4,Premium,3,69.5,Credit Card,0,33,2,0
INST_02709,Bank,Asia Pacific,Professional,2,44652,928.39,31987,3734,40049.49,8,Priority,1,92.0,ACH,8,23,3,0
INST_02710,Insurance Company,North America,Basic,3,2571,1693.39,52322,76,2676.52,4,Standard,17,28.9,Credit Card,5,3,6,1
INST_02711,Credit Union,North America,Basic,31,22348,1537.86,22996,43,8437.13,5,Premium,22,81.5,Credit Card,0,0,2,1
INST_02712,Bank,North America,Professional,48,11060,622.03,2734,724,2090.76,8,Standard,3,69.1,Credit Card,6,28,3,0
INST_02713,Credit Union,Europe,Professional,18,8983,1078.38,5391,27,2006.89,9,Standard,7,52.5,Wire Transfer,2,31,5,0
INST_02714,Bank,North America,Basic,8,145,3261.66,2871,300,8207.8,9,Standard,0,85.3,ACH,0,34,2,1
INST_02715,Bank,Middle East,Basic,10,12013,747.19,46137,109,7058.97,4,Standard,0,53.0,ACH,2,25,10,0
INST_02716,Investment Firm,North America,Basic,10,2462,168.08,3727,123,11300.53,9,Standard,0,51.2,Wire Transfer,0,1,4,1
INST_02717,Payment Processor,Latin America,Professional,9,1531,812.13,29396,10000,5509.55,12,Priority,10,72.7,ACH,1,17,8,1
INST_02718,Insurance Company,Europe,Professional,6,322,385.78,343813,1368,9874.53,6,Premium,4,20.5,ACH,31,17,6,1
INST_02719,Bank,Middle East,Basic,22,2956,50.0,187522,933,59771.15,9,Priority,7,73.0,Invoice,0,1,8,1
INST_02720,Payment Processor,Europe,Professional,55,3134,702.33,1399,385,24097.55,7,Priority,5,62.3,Credit Card,2,32,2,0
INST_02721,Insurance Company,Latin America,Basic,8,422,464.04,3235,42,8164.68,7,Priority,1,70.7,Wire Transfer,5,27,5,1
INST_02722,Insurance Company,North America,Enterprise,4,327,1615.99,6872,237,10481.43,3,Standard,11,71.2,Invoice,18,7,3,1
INST_02723,Credit Union,Asia Pacific,Enterprise,43,6185,164.0,3814,424,3138.96,6,Standard,1,79.6,Wire Transfer,2,23,6,0
INST_02724,Credit Union,Latin America,Professional,32,11020,66.23,1843,212,3870.8,10,Standard,1,50.8,ACH,1,29,9,0
INST_02725,Bank,North America,Enterprise,64,3965,493.94,21671,176,10287.57,8,Standard,6,71.6,Credit Card,2,30,5,0
INST_02726,Bank,North America,Enterprise,4,16751,636.65,63427,72,5605.34,4,Premium,14,80.8,Wire Transfer,0,31,6,0
INST_02727,Bank,Europe,Enterprise,3,2618,451.51,92138,242,16147.62,10,Standard,14,80.9,ACH,21,28,5,0
INST_02728,Bank,Latin America,Professional,18,2747,413.58,10810,57,32879.66,7,Priority,4,84.4,ACH,3,22,4,0
INST_02729,Credit Union,Europe,Professional,22,753,111.89,14649,526,4218.99,11,Standard,8,71.1,ACH,5,3,5,0
INST_02730,Insurance Company,Europe,Basic,15,287,341.48,37553,3,500.0,8,Standard,12,76.9,Credit Card,2,9,9,1
INST_02731,Credit Union,North America,Professional,21,48145,265.58,18718,1712,103910.31,9,Premium,1,53.5,Credit Card,1,19,4,0
INST_02732,Bank,North America,Professional,4,16267,1461.55,74303,13,1846.89,7,Priority,3,78.3,Wire Transfer,0,13,6,1
INST_02733,Payment Processor,Asia Pacific,Basic,15,369,635.99,42005,21,6586.27,11,Priority,7,65.3,ACH,7,25,6,0
INST_02734,Payment Processor,North America,Basic,25,3765,288.99,12525,309,14635.98,4,Standard,12,54.0,Credit Card,4,4,3,0
INST_02735,Insurance Company,Europe,Professional,13,2565,3192.83,1359,392,40678.72,11,Standard,2,73.0,ACH,1,33,3,0
INST_02736,Payment Processor,Latin America,Basic,27,1976,292.16,208677,6253,73795.37,8,Standard,6,89.1,Wire Transfer,5,12,7,0
INST_02737,Credit Union,North America,Professional,14,1614,787.88,7870,252,2847.48,10,Premium,0,77.3,ACH,1,18,4,0
INST_02738,Payment Processor,Asia Pacific,Enterprise,9,5281,330.2,37659,137,29276.33,5,Standard,18,92.6,Wire Transfer,1,12,7,0
INST_02739,Bank,North America,Professional,8,10170,2856.59,1242,209,6614.17,8,Priority,15,73.5,Wire Transfer,10,28,6,1
INST_02740,Credit Union,Europe,Professional,12,5451,447.75,21655,2598,300981.93,11,Premium,17,71.0,ACH,3,5,10,0
INST_02741,Bank,North America,Professional,1,2487,463.91,25601,10000,25608.18,9,Priority,24,74.9,ACH,3,12,3,0
INST_02742,Bank,Asia Pacific,Professional,26,2354,341.09,27526,106,3766.08,7,Priority,13,62.7,ACH,7,22,6,0
INST_02743,Bank,North America,Basic,44,12151,510.72,2024209,394,1495.76,8,Priority,1,97.9,ACH,3,1,6,1
INST_02744,Investment Firm,Europe,Enterprise,10,5973,1701.81,8546,129,500.0,9,Priority,6,77.2,Wire Transfer,1,21,4,0
INST_02745,Insurance Company,Europe,Basic,1,3324,1113.22,75432,125,13521.2,6,Standard,1,85.1,Wire Transfer,6,25,1,0
INST_02746,Investment Firm,North America,Basic,103,2824,417.25,48283,4369,22307.39,9,Standard,0,72.0,ACH,9,34,8,0
INST_02747,Bank,Asia Pacific,Professional,7,5003,3107.55,7958,28,15035.82,10,Standard,1,77.7,ACH,5,35,4,1
INST_02748,Insurance Company,North America,Basic,3,1476,1150.08,73755,2,500.0,11,Standard,12,46.6,Invoice,8,9,7,1
INST_02749,Investment Firm,Asia Pacific,Professional,11,10222,238.46,17214,262,744.7,10,Standard,9,70.7,Credit Card,0,24,3,1
INST_02750,Credit Union,North America,Basic,32,593,76.98,81868,1289,10109.54,7,Standard,9,89.1,ACH,3,3,3,0
INST_02751,Investment Firm,Asia Pacific,Basic,8,1608,245.18,417251,220,71559.58,2,Standard,3,74.7,Credit Card,2,25,4,0
INST_02752,Bank,North America,Basic,20,7455,662.5,27617,366,4521.82,9,Standard,0,77.0,Credit Card,0,11,6,0
INST_02753,Bank,Europe,Basic,12,544,826.04,14448,574,25267.58,8,Standard,2,63.7,Wire Transfer,1,7,6,0
INST_02754,Payment Processor,North America,Professional,3,281,2061.04,106652,181,1041.47,9,Priority,4,67.7,ACH,2,0,7,1
INST_02755,Bank,Asia Pacific,Enterprise,9,3276,108.48,178971,403,6705.56,6,Premium,3,49.5,Credit Card,5,18,4,0
INST_02756,Credit Union,North America,Professional,30,233,238.18,5855,392,3255.2,5,Priority,4,94.9,Credit Card,2,6,6,0
INST_02757,Payment Processor,Latin America,Enterprise,22,424,98.18,11165,4,29184.24,6,Standard,6,72.7,Wire Transfer,6,20,7,0
INST_02758,Insurance Company,Latin America,Basic,3,9273,80.92,60665,182,2186.91,6,Standard,0,82.1,Credit Card,5,18,2,0
INST_02759,Bank,North America,Professional,4,2192,189.92,18068,8,60810.58,8,Standard,16,58.7,Credit Card,16,22,5,1
INST_02760,Bank,Europe,Basic,24,20501,626.37,5263,138,3097.75,6,Standard,5,53.5,ACH,0,8,7,0
INST_02761,Bank,North America,Professional,40,489,1018.08,49565,60,987.53,4,Premium,13,70.7,ACH,18,4,4,0
INST_02762,Investment Firm,North America,Professional,10,2589,129.28,60308,954,1038.51,12,Priority,4,85.9,ACH,0,28,9,0
INST_02763,Credit Union,Asia Pacific,Professional,21,5428,152.76,13338,230,1932.09,6,Standard,9,92.8,ACH,8,35,2,0
INST_02764,Bank,Asia Pacific,Professional,4,515,50.0,24149,347,8568.53,6,Priority,15,57.7,Credit Card,1,13,2,1
INST_02765,Payment Processor,Europe,Professional,8,14011,521.77,9275,105,1968.51,10,Standard,6,38.0,Wire Transfer,2,13,4,1
INST_02766,Credit Union,North America,Professional,1,6412,167.58,4260,986,1435.52,13,Standard,3,87.3,Credit Card,1,31,5,1
INST_02767,Bank,North America,Enterprise,35,266,2967.98,10450,8,18670.73,7,Priority,6,27.8,ACH,8,6,5,1
INST_02768,Credit Union,North America,Basic,12,2816,659.69,24609,29,500.0,7,Standard,1,85.5,ACH,3,12,5,1
INST_02769,Investment Firm,Asia Pacific,Professional,40,5318,328.41,2409,1503,2579.05,10,Premium,8,22.3,Wire Transfer,5,10,3,0
INST_02770,Bank,Europe,Professional,29,1230,186.92,11660,67,664.24,6,Priority,0,76.5,Wire Transfer,15,4,3,1
INST_02771,Bank,Asia Pacific,Professional,42,323,67.11,25128,3,1335.64,16,Standard,4,89.8,ACH,2,19,4,0
INST_02772,Insurance Company,North America,Basic,8,4526,78.14,132189,2027,7084.22,7,Standard,5,58.0,ACH,3,22,6,0
INST_02773,Credit Union,North America,Professional,4,82196,191.22,13781,1031,3612.48,4,Priority,3,85.3,ACH,0,31,3,0
INST_02774,Credit Union,North America,Professional,85,1668,174.39,3398,533,3154.71,12,Priority,4,71.5,Credit Card,4,23,4,0
INST_02775,Credit Union,North America,Professional,30,31377,121.63,16082,175,29268.39,6,Standard,1,73.6,Invoice,1,1,5,0
INST_02776,Bank,North America,Basic,43,964,634.29,9415,2949,4815.39,15,Standard,0,64.8,ACH,4,1,4,0
INST_02777,Bank,Asia Pacific,Enterprise,1,4118,747.79,50426,1430,73797.88,9,Priority,4,81.0,Wire Transfer,1,2,5,0
INST_02778,Credit Union,Latin America,Professional,10,9483,232.67,13268,2407,14303.9,10,Priority,19,71.5,Credit Card,0,9,4,0
INST_02779,Bank,Europe,Professional,32,2943,4114.13,377,518,1152.78,5,Standard,1,73.6,ACH,1,9,3,0
INST_02780,Bank,Europe,Professional,1,1907,50.0,5595295,185,89423.43,7,Priority,2,68.5,ACH,8,27,2,1
INST_02781,Insurance Company,North America,Enterprise,20,8859,432.59,27270,72,7458.86,7,Standard,14,71.9,Credit Card,1,1,6,0
INST_02782,Payment Processor,Latin America,Basic,13,50877,310.35,25179,15,81440.0,10,Priority,2,73.8,Invoice,0,21,3,0
INST_02783,Insurance Company,North America,Basic,1,4679,208.34,2181,366,3297.29,4,Standard,3,73.5,ACH,8,21,10,0
INST_02784,Payment Processor,Latin America,Professional,6,1374,174.65,2448,425,7393.43,9,Standard,0,80.8,Wire Transfer,1,18,6,0
INST_02785,Bank,Europe,Professional,8,2242,400.07,19188,79,9397.24,6,Priority,0,74.8,ACH,2,0,6,0
INST_02786,Payment Processor,North America,Basic,2,130556,307.77,36470,447,3819.33,5,Standard,7,84.0,Wire Transfer,3,29,3,1
INST_02787,Bank,Latin America,Enterprise,23,3649,252.08,63143,81,33119.58,3,Standard,1,72.2,Credit Card,2,13,5,0
INST_02788,Payment Processor,North America,Professional,6,1222,84.91,31450,707,89221.12,9,Standard,5,57.5,ACH,8,16,8,0
INST_02789,Payment Processor,Europe,Professional,7,535,57.87,3718,30,500.0,6,Premium,3,84.4,Credit Card,4,24,5,0
INST_02790,Insurance Company,Europe,Basic,54,192,285.37,514,22,16684.37,9,Standard,0,97.5,ACH,6,23,3,0
INST_02791,Payment Processor,North America,Basic,15,5142,249.01,18952,96,1284.65,9,Standard,3,67.0,Credit Card,6,9,6,1
INST_02792,Investment Firm,Europe,Professional,11,7958,318.48,9887,659,500.0,7,Priority,1,84.2,Wire Transfer,0,0,0,1
INST_02793,Bank,Asia Pacific,Enterprise,30,1644,354.13,3314,18,10673.59,13,Standard,13,91.9,Wire Transfer,18,28,5,0
INST_02794,Credit Union,Asia Pacific,Professional,57,2914,215.51,76273,981,10709.75,8,Priority,2,62.2,Wire Transfer,0,27,2,0
INST_02795,Investment Firm,North America,Enterprise,1,515,312.66,2072,7,13632.21,10,Priority,8,49.2,Wire Transfer,14,23,4,0
INST_02796,Bank,Latin America,Enterprise,14,3638,144.86,55573,95,8574.45,7,Standard,8,95.1,ACH,21,33,6,0
INST_02797,Investment Firm,North America,Professional,22,6137,2511.75,2656,11,18261.27,8,Standard,1,74.2,Wire Transfer,1,7,5,0
INST_02798,Payment Processor,North America,Professional,9,1335,154.52,26933,1,1989.08,5,Standard,5,77.1,ACH,5,3,4,0
INST_02799,Bank,North America,Professional,35,37634,258.48,89407,287,7295.42,8,Priority,12,89.3,Credit Card,0,35,4,0
INST_02800,Insurance Company,North America,Professional,85,849,169.26,13267,107,14006.12,9,Priority,0,61.0,Wire Transfer,5,31,2,0
INST_02801,Payment Processor,North America,Basic,68,4560,165.89,277861,12,37400.31,10,Standard,6,67.5,Credit Card,1,1,1,1
INST_02802,Payment Processor,Middle East,Professional,7,10641,415.54,391143,58,5248.87,11,Priority,1,83.2,Wire Transfer,14,11,6,0
INST_02803,Payment Processor,North America,Basic,6,2654,356.85,31437,328,3566.38,8,Standard,1,54.7,Credit Card,5,18,9,0
INST_02804,Credit Union,North America,Enterprise,75,2246,232.44,49616,76,4523.95,9,Standard,7,89.9,ACH,7,22,7,0
INST_02805,Payment Processor,North America,Enterprise,14,349,287.1,108127,103,820.25,6,Priority,7,59.7,Wire Transfer,14,14,5,0
INST_02806,Insurance Company,Asia Pacific,Basic,5,22834,170.07,49843,72,15590.8,8,Priority,7,51.9,ACH,9,3,4,1
INST_02807,Bank,Latin America,Professional,29,2310,653.32,42440,52,552.26,8,Standard,5,75.2,ACH,3,17,3,0
INST_02808,Credit Union,North America,Professional,8,6674,4751.57,10035,50,8834.73,8,Standard,10,40.2,Wire Transfer,0,19,5,1
INST_02809,Insurance Company,North America,Professional,7,8177,141.2,1752,48,5579.54,6,Priority,7,70.3,ACH,1,11,4,0
INST_02810,Bank,North America,Basic,50,1161,647.27,2737,38,500.0,8,Standard,1,72.9,Wire Transfer,4,5,7,1
INST_02811,Investment Firm,North America,Professional,4,2216,425.79,785087,23,522.74,5,Standard,0,89.6,ACH,6,18,6,1
INST_02812,Investment Firm,North America,Basic,1,22064,899.96,35727,74,1365.76,12,Standard,0,43.7,Credit Card,1,9,7,1
INST_02813,Bank,Europe,Basic,7,557,930.9,15236,46,2933.9,2,Premium,0,83.7,Wire Transfer,2,8,4,1
INST_02814,Investment Firm,North America,Basic,22,72538,516.2,146530,21,45284.45,13,Standard,0,93.0,Wire Transfer,2,26,2,0
INST_02815,Insurance Company,Europe,Basic,3,975,384.6,7156,589,4162.61,15,Standard,3,54.6,Credit Card,3,20,5,1
INST_02816,Credit Union,North America,Professional,15,508,239.53,52820,1364,11155.97,7,Standard,0,82.0,Wire Transfer,2,26,4,0
INST_02817,Bank,Latin America,Enterprise,23,3635,161.1,24730,148,32856.6,17,Priority,3,73.1,ACH,0,16,6,0
INST_02818,Bank,Latin America,Professional,45,81840,359.17,43916,167,24581.54,10,Premium,10,55.1,ACH,3,2,4,1
INST_02819,Credit Union,Europe,Professional,6,169,86.36,13298,42,4863.0,12,Premium,0,67.7,ACH,14,17,2,0
INST_02820,Payment Processor,North America,Basic,40,2412,197.82,5182,1012,1705.67,11,Standard,10,57.4,Invoice,0,21,6,1
INST_02821,Bank,North America,Professional,6,6089,1522.68,6410,3390,10386.7,6,Premium,1,58.3,Invoice,9,27,5,0
INST_02822,Investment Firm,Europe,Basic,27,3135,454.05,6796,110,1757.49,13,Standard,1,52.2,ACH,6,20,5,0
INST_02823,Bank,Asia Pacific,Professional,13,5286,1177.56,21928,58,74772.61,9,Standard,1,58.3,Credit Card,1,28,2,0
INST_02824,Bank,Europe,Enterprise,2,1015,2353.3,2134,274,18064.39,12,Priority,2,43.1,Credit Card,0,18,6,1
INST_02825,Insurance Company,Latin America,Basic,30,1212,326.22,3390,187,6721.35,6,Priority,4,48.7,ACH,13,22,6,0
INST_02826,Insurance Company,Latin America,Professional,5,2385,517.39,26991,60,10604.22,3,Standard,7,48.8,Wire Transfer,2,0,5,1
INST_02827,Bank,North America,Basic,4,547,280.84,18187,346,6421.65,8,Standard,10,85.7,Credit Card,2,31,9,1
INST_02828,Credit Union,Europe,Professional,10,2787,152.15,29300,803,2828.51,8,Premium,0,92.9,Invoice,1,5,3,0
INST_02829,Bank,North America,Basic,25,1663,128.57,20587,36,10382.89,8,Standard,1,68.3,Credit Card,9,26,2,0
INST_02830,Credit Union,North America,Professional,6,1472,1109.63,963593,10000,3414.08,9,Premium,9,87.9,ACH,1,16,3,0
INST_02831,Investment Firm,Europe,Basic,4,4821,518.2,26638,9,89772.38,10,Priority,10,63.4,Wire Transfer,7,32,5,1
INST_02832,Bank,North America,Professional,1,194,3699.39,12473,32,1738.79,8,Standard,20,67.5,Wire Transfer,1,10,5,0
INST_02833,Bank,Latin America,Professional,15,2114,1295.25,25634,226,10542.78,11,Standard,2,75.0,ACH,2,34,7,0
INST_02834,Credit Union,North America,Professional,13,96377,167.76,101715,8470,1519.16,8,Standard,1,75.5,Wire Transfer,12,26,6,0
INST_02835,Payment Processor,Europe,Professional,6,584,1105.9,20446,53,1495.56,6,Standard,5,86.6,ACH,4,22,9,0
INST_02836,Payment Processor,Europe,Enterprise,1,20501,279.75,61518,21,500.0,10,Priority,0,29.7,ACH,5,33,2,0
INST_02837,Bank,Asia Pacific,Professional,13,3235,1737.55,39897,398,9110.77,6,Standard,9,61.6,ACH,4,19,6,0
INST_02838,Insurance Company,North America,Basic,37,1206,225.07,14248,94,2211.22,5,Standard,4,80.1,Invoice,0,13,2,0
INST_02839,Credit Union,Latin America,Basic,30,411,114.1,26012,491,24961.36,12,Standard,8,87.5,Wire Transfer,5,25,5,0
INST_02840,Credit Union,Europe,Enterprise,47,3675,155.26,242409,130,9135.68,8,Priority,1,66.1,Wire Transfer,3,8,5,0
INST_02841,Insurance Company,Europe,Professional,1,26372,165.08,31717,31,6138.51,9,Standard,4,65.0,Wire Transfer,8,18,6,0
INST_02842,Payment Processor,North America,Professional,81,1662,147.19,5018,10000,592.44,12,Standard,2,75.4,Invoice,22,32,2,0
INST_02843,Payment Processor,Europe,Basic,10,2640,202.93,13639,1,11817.75,11,Standard,4,92.3,ACH,4,15,7,0
INST_02844,Investment Firm,Asia Pacific,Professional,111,13569,1127.81,923,3930,1820.34,9,Standard,5,84.0,Invoice,2,15,5,0
INST_02845,Credit Union,Europe,Basic,6,4970,3481.62,27067,796,572.92,6,Premium,8,92.6,ACH,9,12,6,0
INST_02846,Insurance Company,Asia Pacific,Enterprise,15,281,81.76,157643,38,9374.7,8,Premium,14,88.7,Wire Transfer,9,23,4,0
INST_02847,Bank,Europe,Enterprise,10,3457,1837.6,2945,4317,744.39,7,Standard,1,58.3,ACH,9,9,4,1
INST_02848,Investment Firm,North America,Basic,10,28806,227.41,27573,12,500.0,6,Standard,3,72.3,Credit Card,2,29,8,1
INST_02849,Credit Union,North America,Professional,44,2820,612.44,96582,911,34396.21,6,Standard,0,85.1,ACH,2,22,3,0
INST_02850,Investment Firm,North America,Basic,32,48,55.42,113176,3,2119.43,4,Standard,2,68.9,Credit Card,7,34,4,0
INST_02851,Bank,Asia Pacific,Professional,116,5336,756.61,150196,18,500.0,8,Premium,3,93.4,Wire Transfer,2,33,7,0
INST_02852,Bank,Asia Pacific,Enterprise,22,2213,50.0,1336,18,1159.93,10,Priority,4,80.0,ACH,3,11,4,0
INST_02853,Payment Processor,North America,Professional,14,191,588.0,46976,38,1666.4,11,Standard,18,92.9,Credit Card,0,29,7,0
INST_02854,Bank,Europe,Professional,2,240,549.33,2302,151,27346.42,7,Priority,16,77.1,ACH,11,1,6,1
INST_02855,Credit Union,Europe,Basic,120,12870,507.35,4927,33,500.0,7,Premium,0,87.5,Wire Transfer,3,11,3,0
INST_02856,Bank,Europe,Enterprise,19,993,167.02,75484,3,659.6,8,Standard,3,64.1,ACH,11,27,7,1
INST_02857,Bank,North America,Professional,28,764,780.11,27919,341,21388.41,18,Premium,2,97.7,Wire Transfer,17,2,3,1
INST_02858,Bank,North America,Professional,12,2825,645.03,65480,162,2503.39,12,Priority,3,84.4,ACH,0,21,2,0
INST_02859,Bank,North America,Basic,19,1134,313.58,5466,309,6918.33,6,Standard,9,72.6,Credit Card,0,27,7,0
INST_02860,Payment Processor,North America,Professional,68,3463,903.45,200868,202,2353.39,7,Priority,1,49.7,ACH,5,25,4,0
INST_02861,Bank,North America,Enterprise,4,2199,359.7,61852,826,101809.15,9,Standard,9,61.1,ACH,1,27,5,1
INST_02862,Payment Processor,North America,Professional,8,492,760.92,83612,129,710.14,11,Standard,17,71.4,ACH,2,5,2,0
INST_02863,Investment Firm,Europe,Professional,3,1384,346.87,4357,918,7503.87,9,Priority,8,48.5,ACH,0,11,3,0
INST_02864,Credit Union,North America,Professional,37,5791,523.24,127656,36,46837.29,4,Premium,3,58.3,ACH,2,27,5,0
INST_02865,Investment Firm,Middle East,Professional,1,3174,804.05,13708,40,2800.41,10,Standard,0,77.1,ACH,17,21,4,0
INST_02866,Credit Union,North America,Professional,2,2636,250.26,8805,1766,1586.58,9,Standard,0,19.7,Wire Transfer,0,3,8,1
INST_02867,Insurance Company,North America,Basic,8,54506,91.78,56285,1703,15531.95,8,Priority,8,81.4,ACH,5,33,5,0
INST_02868,Bank,North America,Professional,17,8924,561.88,52829,416,22161.18,3,Standard,0,57.3,ACH,3,6,6,0
INST_02869,Credit Union,North America,Professional,12,10707,1681.21,6184,29,1480.51,11,Priority,3,59.6,Credit Card,9,21,7,0
INST_02870,Payment Processor,Asia Pacific,Professional,1,2324,577.66,481398,25,44059.44,7,Standard,14,57.5,ACH,5,7,8,1
INST_02871,Payment Processor,North America,Enterprise,75,4147,590.97,334879,1620,5307.26,6,Priority,5,51.4,Wire Transfer,0,29,3,0
